"ID","City","Type","Make","Model","Year","Color","Trim","CreatedAt","Days","Trips","T/D","$day","Busy30","Gross30","Gross365","Plan","Favs","Reviews","StarHost","URL","Features","Avg Market $*","Depreciation Y1*","Insurance Y*","Maintenance Y*","Avg Repairs Y*"
"2044535","Terrebonne, QC","CAR","Hyundai","Ioniq 6","2023","BLACK","","5/23/2023","87","18","0.21","99","21","2079","4158","Turo Standard","78","14","true","https://turo.com/ca/en/car-rental/canada/terrebonne-qc/hyundai/ioniq-6/2044535","All-wheel drive, Android Auto, Apple CarPlay, AUX input, Backup camera, Blind spot warning, Bluetooth, GPS, Heated seats, Keyless entry, Long-term car, Sunroof, Toll pass, USB charger, USB input","56400","","","",""
"1811212","Montréal, QC","CAR","Lexus","IS","2019","SILVER","IS 350","12/4/2022","257","0","0.00","135","0","0","0","Turo Standard","8","0","false","https://turo.com/ca/en/car-rental/canada/montreal-qc/lexus/is/1811212","All-wheel drive, AUX input, Backup camera, Blind spot warning, Bluetooth, GPS, Heated seats, Keyless entry, Long-term car, Snow tires or chains, Sunroof, USB charger, USB input","34473","3499","2166","1454","806"
"2086947","Laval, QC","CAR","Lexus","IS","2017","","IS 350","6/20/2023","59","2","0.03","150","0","0","465","Turo Standard","6","2","false","https://turo.com/ca/en/car-rental/canada/laval-qc/lexus/is/2086947","All-wheel drive, Backup camera, Blind spot warning, Bluetooth, GPS, Heated seats, Keyless entry, Sunroof","29673","3287","2069","1651","1001"
"1586529","Montréal, QC","CAR","Volkswagen","Jetta","2016","BLACK","","7/7/2022","407","9","0.02","100","10","813","14677","Turo Standard","19","8","false","https://turo.com/ca/en/car-rental/canada/montreal-qc/volkswagen/jetta/1586529","AUX input, Backup camera, Bluetooth, Heated seats, Long-term car, Snow tires or chains, USB charger, USB input","10531","1678","1889","1411","942"
"2143872","Terrebonne, QC","CAR","Volkswagen","Jetta","2015","SILVER","Highline","7/25/2023","24","1","0.04","95","3","297","297","Turo Standard","12","1","false","https://turo.com/ca/en/car-rental/canada/terrebonne-qc/volkswagen/jetta/2143872","Backup camera, Blind spot warning, Bluetooth, Child seat, Heated seats, Keyless entry, Long-term car, Pet friendly, Sunroof, USB charger, USB input","11022","1629","1847","1485","1018"
"1927866","Montréal, QC","CAR","Volkswagen","Jetta","2019","GRAY","Highline","3/3/2023","168","8","0.05","120","1","105","630","Turo Standard","41","7","false","https://turo.com/ca/en/car-rental/canada/montreal-qc/volkswagen/jetta/1927866","Android Auto, Apple CarPlay, AUX input, Backup camera, Blind spot warning, Bluetooth, Heated seats, Keyless entry, Snow tires or chains, Sunroof, USB charger, USB input","18076","2169","2070","1229","706"
"1864854","Montréal, QC","CAR","Volkswagen","Jetta","2015","","Highline","1/16/2023","214","22","0.10","250","15","765","2203","Turo Standard","57","19","true","https://turo.com/ca/en/car-rental/canada/montreal-qc/volkswagen/jetta/1864854","AUX input, Backup camera, Blind spot warning, Bluetooth, Heated seats, Keyless entry, Snow tires or chains, Sunroof, USB charger, USB input","13675","1929","1889","1574","1033"
"590087","Laval, QC","CAR","Volkswagen","Jetta","2019","SILVER","Comfortline","4/3/2019","1598","171","0.11","79","20","1770","12065","Turo Standard","329","150","false","https://turo.com/ca/en/car-rental/canada/laval-qc/volkswagen/jetta/590087","AUX input, Bluetooth, Child seat, Heated seats, Long-term car, Pet friendly, Snow tires or chains, USB input","16756","2033","2056","1196","691"
"2136259","Montréal, QC","CAR","Volkswagen","Jetta","2019","RED","Highline","7/20/2023","29","3","0.10","95","15","1300","1300","Turo Standard","24","2","false","https://turo.com/ca/en/car-rental/canada/montreal-qc/volkswagen/jetta/2136259","Android Auto, Apple CarPlay, AUX input, Backup camera, Blind spot warning, Bluetooth, GPS, Heated seats, Keyless entry, Sunroof, USB charger, USB input","18076","2169","2070","1229","706"
"1591730","Deux-Montagnes, QC","CAR","Volkswagen","Jetta","2014","WHITE","Comfortline","7/11/2022","403","3","0.01","98","0","0","98","Turo Standard","10","0","false","https://turo.com/ca/en/car-rental/canada/deux-montagnes-qc/volkswagen/jetta/1591730","Android Auto, AUX input, Blind spot warning, Convertible, Heated seats, Snow tires or chains, Sunroof, USB charger, USB input","12666","","","",""
"2054653","Montréal, QC","SUV","Dodge","Journey","2011","BLACK","SXT","5/30/2023","80","7","0.09","102","15","1506","2048","Turo Standard","20","6","false","https://turo.com/ca/en/suv-rental/canada/montreal-qc/dodge/journey/2054653","All-wheel drive, Android Auto, Apple CarPlay, AUX input, Bluetooth, Keyless entry, Long-term car, Sunroof, USB charger, USB input","4566","1295","1661","1501","1033"
"1915169","Terrebonne, QC","SUV","Dodge","Journey","2012","BLACK","SXT","2/22/2023","177","5","0.03","85","24","1242","4001","Turo Standard","25","4","false","https://turo.com/ca/en/suv-rental/canada/terrebonne-qc/dodge/journey/1915169","AUX input, Bluetooth, Keyless entry, Long-term car, USB charger, USB input","7798","1559","1743","1568","1033"
"2122117","Laval, QC","SUV","Dodge","Journey","2012","BLACK","Canada Value Pkg","7/12/2023","37","3","0.08","120","17","1604","1889","Turo Standard","11","3","true","https://turo.com/ca/en/suv-rental/canada/laval-qc/dodge/journey/2122117","AUX input, Child seat, Keyless entry, Long-term car, Snow tires or chains, USB charger","7628","1302","1690","1478","1033"
"1811865","Montréal, QC","CAR","Nissan","JUKE","2013","","","12/5/2022","256","7","0.03","112","0","0","1019","Turo Standard","11","4","false","https://turo.com/ca/en/car-rental/canada/montreal-qc/nissan/juke/1811865","AUX input, Bluetooth, Snow tires or chains, USB charger, USB input","8874","1470","1756","1513","1033"
"1679147","Montréal, QC","CAR","Kia","K5","2023","GRAY","","8/30/2022","353","8","0.02","120","21","2355","14279","Turo Standard","54","8","true","https://turo.com/ca/en/car-rental/canada/montreal-qc/kia/k5/1679147","All-wheel drive, Android Auto, Apple CarPlay, AUX input, Backup camera, Blind spot warning, Bluetooth, GPS, Heated seats, Keyless entry, Long-term car, Sunroof, USB charger, USB input","29837","2549","2347","710","299"
"2172502","Montréal, QC","SUV","Nissan","Kicks","2022","","SV","8/13/2023","5","0","0.00","118","0","0","0","Turo Standard","0","0","false","https://turo.com/ca/en/suv-rental/canada/montreal-qc/nissan/kicks/2172502","Android Auto, Apple CarPlay, AUX input, Backup camera, Blind spot warning, Bluetooth, Heated seats, USB charger, USB input","21850","2113","1451","2164","1033"
"1726188","Longueuil , QC","SUV","Nissan","Kicks","2020","","SR","10/2/2022","320","30","0.09","120","19","2140","8077","Turo Standard","60","24","true","https://turo.com/ca/en/suv-rental/canada/longueuil-qc/nissan/kicks/1726188","Android Auto, AUX input, Backup camera, Blind spot warning, Bluetooth, Heated seats, Keyless entry, Long-term car, Sunroof, USB charger, USB input","21146","2202","2124","1104","585"
"2165626","Laval, QC","SUV","Nissan","Kicks","2019","","","8/8/2023","10","0","0.00","104","0","0","0","Turo Standard","4","0","true","https://turo.com/ca/en/suv-rental/canada/laval-qc/nissan/kicks/2165626","Android Auto, Apple CarPlay, AUX input, Backup camera, Bluetooth, Heated seats, Snow tires or chains, Toll pass, USB charger, USB input","17739","1948","2046","1173","681"
"1578099","Saint-Jean-sur-Richelieu, QC","SUV","Hyundai","Kona","2021","WHITE","Preferred","7/3/2022","411","2","0.00","100","2","200","9800","Turo Standard","21","0","false","https://turo.com/ca/en/suv-rental/canada/saint-jean-sur-richelieu-qc/hyundai/kona/1578099","","21434","2298","2192","969","448"
"2138082","Montréal, QC","SUV","Hyundai","Kona EV","2023","","Preferred","7/22/2023","27","0","0.00","125","0","0","0","Turo Standard","2","0","true","https://turo.com/ca/en/suv-rental/canada/montreal-qc/hyundai/kona-ev/2138082","Android Auto, Apple CarPlay, AUX input, Backup camera, Blind spot warning, Bluetooth, GPS, Heated seats, Keyless entry, Toll pass, USB charger, USB input","32105","3062","2383","771","299"
"1599419","Montreal, QC","SUV","Hyundai","Kona EV","2019","RED","Preferred","7/15/2022","399","48","0.12","125","7","845","4623","Turo Standard","80","42","true","https://turo.com/ca/en/suv-rental/canada/montreal-qc/hyundai/kona-ev/1599419","Android Auto, Apple CarPlay, AUX input, Backup camera, Blind spot warning, Bluetooth, GPS, Heated seats, Keyless entry, Long-term car, Pet friendly, Snow tires or chains, USB charger, USB input","22766","2621","2110","1322","747"
"1704216","Montréal, QC","SUV","Hyundai","Kona EV","2021","","Ultimate","9/16/2022","336","1","0.00","142","1","114","4939","Turo Standard","9","1","false","https://turo.com/ca/en/suv-rental/canada/montreal-qc/hyundai/kona-ev/1704216","Long-term car","24901","3346","1451","2164","1033"
"2138063","Longueuil, QC","SUV","Hyundai","Kona EV","2023","BLUE","Ultimate","7/22/2023","27","0","0.00","160","10","850","850","Turo Standard","0","0","false","https://turo.com/ca/en/suv-rental/canada/longueuil-qc/hyundai/kona-ev/2138063","Long-term car","36601","3283","2396","793","299"
"2157623","Montréal, QC","SUV","Hyundai","Kona EV","2023","BLACK","Preferred","8/3/2023","15","0","0.00","126","0","0","0","Turo Standard","0","0","false","https://turo.com/ca/en/suv-rental/canada/montreal-qc/hyundai/kona-ev/2157623","AUX input, Backup camera, Blind spot warning, Bluetooth, GPS, Heated seats, Snow tires or chains, USB charger, USB input","32105","3062","2383","771","299"
"1888581","Montréal, QC","SUV","Hyundai","Kona EV","2023","","Ultimate","2/2/2023","197","1","0.01","499","0","0","0","Turo Standard","12","1","false","https://turo.com/ca/en/suv-rental/canada/montreal-qc/hyundai/kona-ev/1888581","","36601","3283","2396","793","299"
"1969545","Montréal, QC","CAR","Nissan","LEAF","2016","BLUE","S","4/2/2023","138","7","0.05","104","1","110","729","Turo Standard","18","6","false","https://turo.com/ca/en/car-rental/canada/montreal-qc/nissan/leaf/1969545","AUX input, Backup camera, Bluetooth, Heated seats, Pet friendly, Snow tires or chains, USB charger, USB input","9990","1643","1883","1398","936"
"2076923","Dollard-des-Ormeaux, QC","CAR","Nissan","LEAF","2023","WHITE","SV","6/13/2023","66","4","0.06","111","0","0","98","Turo Standard","19","4","false","https://turo.com/ca/en/car-rental/canada/dollard-des-ormeaux-qc/nissan/leaf/2076923","Android Auto, Apple CarPlay, Backup camera, Blind spot warning, Bluetooth, Child seat, GPS, Heated seats, Keyless entry, USB charger, USB input","42820","","","",""
"2150098","Mirabel, QC","CAR","Subaru","Legacy","2011","","","7/29/2023","20","0","0.00","99","1","60","60","Turo Standard","1","0","false","https://turo.com/ca/en/car-rental/canada/mirabel-qc/subaru/legacy/2150098","AUX input, Bluetooth, Pet friendly, Snow tires or chains","9300","","","",""
"2002068","Montréal, QC","SUV","Maserati","Levante","2018","GRAY","","4/25/2023","115","3","0.03","250","2","500","1250","Turo Standard","47","2","false","https://turo.com/ca/en/suv-rental/canada/montreal-qc/maserati/levante/2002068","All-wheel drive, Android Auto, Apple CarPlay, AUX input, Backup camera, Blind spot warning, Bluetooth, GPS, Heated seats, Keyless entry, Sunroof, USB charger, USB input","36146","4145","2153","1647","948"
"2112509","Montréal, QC","SUV","Mercedes-Benz","M-Class","2014","BLUE","ML 350 BlueTEC","7/6/2023","43","0","0.00","129","3","419","847","Turo Standard","24","0","false","https://turo.com/ca/en/suv-rental/canada/montreal-qc/mercedes-benz/m-class/2112509","All-wheel drive, AUX input, Backup camera, Blind spot warning, Bluetooth, Child seat, GPS, Heated seats, Keyless entry, Long-term car, Snow tires or chains, Sunroof, USB charger, USB input","15730","2389","1903","1681","1033"
"2154676","Montréal, QC","SUV","Mercedes-Benz","M-Class","2013","","ML 63 AMG","8/1/2023","17","3","0.18","225","3","565","565","Turo Standard","8","3","false","https://turo.com/ca/en/suv-rental/canada/montreal-qc/mercedes-benz/m-class/2154676","All-wheel drive, AUX input, Backup camera, Blind spot warning, Bluetooth, GPS, Heated seats, Keyless entry, Sunroof, USB charger, USB input","26956","3595","1953","1843","1033"
"1623303","Montréal, QC","SUV","Mercedes-Benz","M-Class","2012","","","7/28/2022","386","2","0.01","156","0","0","1602","Turo Standard","25","2","false","https://turo.com/ca/en/suv-rental/canada/montreal-qc/mercedes-benz/m-class/1623303","All-wheel drive, AUX input, Backup camera, Blind spot warning, Bluetooth, GPS, Keyless entry, Sunroof, USB charger, USB input","13163","2249","1831","1714","1033"
"2132089","Montréal, QC","SUV","Porsche","Macan","2019","","S","7/18/2023","31","0","0.00","250","0","0","0","Turo Standard","7","0","false","https://turo.com/ca/en/suv-rental/canada/montreal-qc/porsche/macan/2132089","All-wheel drive, Android Auto, AUX input, Backup camera, Blind spot warning, Bluetooth, GPS, Heated seats, Pet friendly, Snow tires or chains, Sunroof, USB charger, USB input","49268","5030","2234","1615","877"
"2144843","Montréal, QC","CAR","Chevrolet","Malibu","2015","RED","LT","7/26/2023","23","1","0.04","100","6","408","408","Turo Standard","3","1","false","https://turo.com/ca/en/car-rental/canada/montreal-qc/chevrolet/malibu/2144843","AUX input, Backup camera, Long-term car, Sunroof, USB charger","11053","1725","1862","1520","1033"
"1614411","Sainte-Thérèse, QC","CAR","Toyota","Matrix","2011","","","7/23/2022","391","25","0.06","107","3","314","2550","Turo Standard","26","16","false","https://turo.com/ca/en/car-rental/canada/sainte-therese-qc/toyota/matrix/1614411","","10026","1820","1756","1660","1033"
"2125416","Montréal, QC","CAR","Mazda","Mazda3","2014","","","7/14/2023","35","0","0.00","100","28","2800","2800","Turo Standard","2","0","false","https://turo.com/ca/en/car-rental/canada/montreal-qc/mazda/mazda3/2125416","AUX input, Backup camera, Bluetooth, Heated seats, USB charger, USB input","11620","1738","1831","1561","1033"
"2105921","Montréal, QC","CAR","Mazda","Mazda3","2016","","","7/2/2023","47","0","0.00","114","0","0","0","Turo Standard","0","0","false","https://turo.com/ca/en/car-rental/canada/montreal-qc/mazda/mazda3/2105921","AUX input, Backup camera, Bluetooth, Keyless entry, USB charger, USB input","12822","1851","1913","1468","967"
"1889266","Montréal, QC","CAR","Mazda","Mazda3","2021","BLUE","Sport GT","2/3/2023","196","3","0.02","130","1","130","2618","Turo Standard","7","3","false","https://turo.com/ca/en/car-rental/canada/montreal-qc/mazda/mazda3/1889266","All-wheel drive, Apple CarPlay, Backup camera, Blind spot warning, Bluetooth, GPS, Heated seats, Keyless entry, Snow tires or chains, Sunroof, USB input","24960","2523","2212","1015","468"
"1323979","Laval, QC","CAR","Mazda","Mazda3","2014","BLUE","","1/11/2022","584","29","0.05","108","0","0","2135","Turo Standard","48","27","false","https://turo.com/ca/en/car-rental/canada/laval-qc/mazda/mazda3/1323979","AUX input, Backup camera, Bluetooth, Child seat, Heated seats, Keyless entry, Pet friendly, Snow tires or chains, USB charger, USB input","11593","1765","1835","1567","1033"
"1870696","Montréal, QC","CAR","Mazda","Mazda3","2013","BLACK","","1/20/2023","210","17","0.08","90","7","630","2946","Turo Standard","25","12","true","https://turo.com/ca/en/car-rental/canada/montreal-qc/mazda/mazda3/1870696","AUX input, Heated seats, Keyless entry, Snow tires or chains, USB charger","8911","1598","1779","1552","1033"
"1873339","Laval, QC","CAR","Mazda","Mazda3","2014","BLACK","","1/22/2023","208","0","0.00","108","0","0","0","Turo Standard","1","0","false","https://turo.com/ca/en/car-rental/canada/laval-qc/mazda/mazda3/1873339","Android Auto, AUX input, Bike rack, Bluetooth, Child seat, Snow tires or chains, USB charger, USB input","11086","1725","1829","1558","1033"
"2056400","Longueuil, QC","CAR","Nissan","Micra","2015","","","5/31/2023","79","11","0.14","78","19","1484","3388","Turo Standard","8","11","false","https://turo.com/ca/en/car-rental/canada/longueuil-qc/nissan/micra/2056400","AUX input, Child seat, Long-term car","","","","",""
"832860","Montréal, QC","CAR","Nissan","Micra","2015","SILVER","SV","9/18/2020","1064","66","0.06","100","2","102","5881","Turo Standard","36","57","false","https://turo.com/ca/en/car-rental/canada/montreal-qc/nissan/micra/832860","AUX input, Bluetooth, Long-term car, USB charger, USB input","","","","",""
"1988193","Laval, QC","CAR","Nissan","Micra","2015","WHITE","","4/15/2023","125","18","0.14","100","14","1100","2540","Turo Standard","18","12","false","https://turo.com/ca/en/car-rental/canada/laval-qc/nissan/micra/1988193","AUX input, Bluetooth, Long-term car, Snow tires or chains","","","","",""
"1583339","Montréal, QC","CAR","Lincoln","MKZ","2010","","Base","7/6/2022","408","31","0.08","100","5","521","1724","Turo Standard","29","21","false","https://turo.com/ca/en/car-rental/canada/montreal-qc/lincoln/mkz/1583339","All-wheel drive, Android Auto, AUX input, Bluetooth, Convertible, Heated seats","7089","1327","1642","1538","1033"
"1639082","Montréal, QC","CAR","Lincoln","MKZ","2013","","Base","8/6/2022","377","2","0.01","100","0","0","300","Turo Standard","13","2","false","https://turo.com/ca/en/car-rental/canada/montreal-qc/lincoln/mkz/1639082","Android Auto, AUX input, Backup camera, Blind spot warning, Bluetooth, GPS, Heated seats, Keyless entry, Sunroof, USB charger, USB input","11747","1845","1815","1613","1033"
"2164113","Montréal, QC","CAR","Tesla","Model 3","2023","GRAY","Base","8/7/2023","11","1","0.09","134","0","0","0","Turo Standard","6","0","false","https://turo.com/ca/en/car-rental/canada/montreal-qc/tesla/model-3/2164113","All-wheel drive, Android Auto, Apple CarPlay, Backup camera, Blind spot warning, Bluetooth, GPS, Heated seats, Keyless entry, USB charger, USB input","39492","","","",""
"1902708","Montréal, QC","CAR","Tesla","Model 3","2023","GRAY","Base","2/13/2023","186","20","0.11","145","7","1019","5597","Turo Standard","55","20","false","https://turo.com/ca/en/car-rental/canada/montreal-qc/tesla/model-3/1902708","Backup camera, Blind spot warning, Bluetooth, GPS, Heated seats, Keyless entry, Snow tires or chains, USB charger, USB input","39492","","","",""
"2171773","Montréal, QC","CAR","Tesla","Model 3","2023","WHITE","Base","8/12/2023","6","0","0.00","160","0","0","0","Turo Standard","2","0","false","https://turo.com/ca/en/car-rental/canada/montreal-qc/tesla/model-3/2171773","AUX input, Backup camera, Blind spot warning, Bluetooth, Child seat, GPS, Heated seats, Keyless entry, Snow tires or chains, Sunroof, USB charger, USB input","39492","","","",""
"1860609","Montréal, QC","CAR","Tesla","Model 3","2022","WHITE","Base","1/12/2023","218","30","0.14","165","14","2045","5178","Turo Standard","89","25","true","https://turo.com/ca/en/car-rental/canada/montreal-qc/tesla/model-3/1860609","AUX input, Backup camera, Blind spot warning, Bluetooth, GPS, Heated seats, Keyless entry, Long-term car, Snow tires or chains, Sunroof, Toll pass, USB charger, USB input","36671","4383","2396","1063","387"
"1706157","Blainville, QC","CAR","Tesla","Model 3","2022","WHITE","","9/18/2022","334","24","0.07","133","11","1155","4382","Turo Standard","71","21","true","https://turo.com/ca/en/car-rental/canada/blainville-qc/tesla/model-3/1706157","Android Auto, Apple CarPlay, Backup camera, Blind spot warning, Bluetooth, GPS, Heated seats, Keyless entry, Long-term car, Snow tires or chains, Toll pass, USB charger","36671","4383","2396","1063","387"
"2162152","Dollard-des-Ormeaux, QC","CAR","Tesla","Model 3","2023","","Base","8/6/2023","12","1","0.08","85","9","765","765","Turo Standard","15","0","false","https://turo.com/ca/en/car-rental/canada/dollard-des-ormeaux-qc/tesla/model-3/2162152","Backup camera, Blind spot warning, Bluetooth, GPS, Heated seats, Keyless entry, USB charger","","","","",""
"1931404","Laval, QC","CAR","Tesla","Model 3","2021","GRAY","","3/6/2023","165","11","0.07","135","8","1032","6744","Turo Standard","64","10","false","https://turo.com/ca/en/car-rental/canada/laval-qc/tesla/model-3/1931404","Long-term car","33966","4300","2314","1257","575"
"1332631","Saint-Constant, QC","CAR","Tesla","Model 3","2021","WHITE","","1/18/2022","577","44","0.08","137","7","1004","11680","Turo Standard","154","41","false","https://turo.com/ca/en/car-rental/canada/saint-constant-qc/tesla/model-3/1332631","AUX input, Backup camera, Blind spot warning, Bluetooth, GPS, Heated seats, Keyless entry, Snow tires or chains, USB charger, USB input","33966","4300","2314","1257","575"
"1648237","Sainte-Catherine, QC","CAR","Tesla","Model 3","2019","BLUE","Performance","8/11/2022","372","6","0.02","141","7","865","24148","Turo Standard","30","5","true","https://turo.com/ca/en/car-rental/canada/sainte-catherine-qc/tesla/model-3/1648237","All-wheel drive, Apple CarPlay, AUX input, Backup camera, Blind spot warning, Bluetooth, GPS, Heated seats, Keyless entry, Long-term car, Snow tires or chains, Toll pass, USB charger, USB input","33879","4578","2216","1574","858"
"1047676","Laval, QC","CAR","Tesla","Model 3","2021","WHITE","","6/29/2021","780","29","0.04","147","10","1132","4460","Turo Standard","145","27","false","https://turo.com/ca/en/car-rental/canada/laval-qc/tesla/model-3/1047676","Backup camera, Blind spot warning, Bluetooth, Child seat, GPS, Heated seats, Keyless entry, Long-term car, Snow tires or chains, USB charger, USB input","33966","4300","2314","1257","575"
"1506066","Montréal, QC","CAR","Tesla","Model 3","2022","GRAY","Base","5/22/2022","453","27","0.06","149","25","2527","9095","Turo Standard","86","24","true","https://turo.com/ca/en/car-rental/canada/montreal-qc/tesla/model-3/1506066","Apple CarPlay, Backup camera, Blind spot warning, Bluetooth, GPS, Heated seats, Keyless entry, Long-term car, Snow tires or chains, USB charger, USB input","36671","4383","2396","1063","387"
"2165173","Laval, QC","CAR","Tesla","Model 3","2023","","Base","8/8/2023","10","0","0.00","150","0","0","0","Turo Standard","2","0","false","https://turo.com/ca/en/car-rental/canada/laval-qc/tesla/model-3/2165173","Backup camera, Blind spot warning, Bluetooth, Child seat, GPS, Heated seats, Keyless entry, Snow tires or chains, Toll pass, USB charger, USB input","39492","","","",""
"2048610","Montréal, QC","CAR","Tesla","Model 3","2020","","Standard Range Plus","5/26/2023","84","1","0.01","100","6","633","3408","Turo Standard","24","1","false","https://turo.com/ca/en/car-rental/canada/montreal-qc/tesla/model-3/2048610","All-wheel drive, Apple CarPlay, AUX input, Backup camera, Blind spot warning, Bluetooth, GPS, Heated seats, Keyless entry, Snow tires or chains, Toll pass, USB charger, USB input","31051","4075","2245","1389","712"
"1595337","Laval, QC","CAR","Tesla","Model 3","2022","WHITE","","7/13/2022","402","5","0.01","180","0","0","2603","Turo Standard","42","5","false","https://turo.com/ca/en/car-rental/canada/laval-qc/tesla/model-3/1595337","Backup camera, Blind spot warning, Bluetooth, GPS, Heated seats, Keyless entry","36671","4383","2396","1063","387"
"2021811","Laval, QC","CAR","Tesla","Model 3","2022","BLACK","","5/8/2023","102","1","0.01","240","0","0","0","Turo Standard","2","1","false","https://turo.com/ca/en/car-rental/canada/laval-qc/tesla/model-3/2021811","All-wheel drive, Backup camera, Blind spot warning, Bluetooth, GPS, Heated seats, Keyless entry","44727","5503","2441","1170","434"
"1608710","Montréal, QC","CAR","Tesla","Model S","2014","RED","Performance","7/20/2022","394","17","0.04","105","8","840","12511","Turo Standard","72","13","false","https://turo.com/ca/en/car-rental/canada/montreal-qc/tesla/model-s/1608710","All-wheel drive, Android Auto, Apple CarPlay, AUX input, Backup camera, Blind spot warning, Bluetooth, Child seat, Convertible, GPS, Heated seats, Keyless entry, Long-term car, Pet friendly, Snow tires or chains, Sunroof, Toll pass, USB charger, USB input","24948","3716","1989","1826","1033"
"2068896","Montréal, QC","CAR","Tesla","Model S","2022","BLUE","Plaid","6/8/2023","71","6","0.08","290","11","2827","5848","Turo Standard","26","5","false","https://turo.com/ca/en/car-rental/canada/montreal-qc/tesla/model-s/2068896","All-wheel drive, Apple CarPlay, Backup camera, Bluetooth, GPS, Heated seats, Keyless entry, USB charger, USB input","90230","5503","2571","1476","570"
"825268","Longueuil, QC","SUV","Tesla","Model X","2016","BLACK","","8/31/2020","1082","11","0.01","199","8","1456","3048","Turo Standard","58","9","true","https://turo.com/ca/en/suv-rental/canada/longueuil-qc/tesla/model-x/825268","All-wheel drive, Backup camera, Blind spot warning, Bluetooth, GPS, Heated seats, Keyless entry, Long-term car, Snow tires or chains, Sunroof, USB charger, USB input","38842","5503","2136","1901","1033"
"545553","Laval, QC","SUV","Tesla","Model X","2017","WHITE","75D","12/14/2018","1708","116","0.07","249","13","3237","11001","Turo Standard","529","94","true","https://turo.com/ca/en/suv-rental/canada/laval-qc/tesla/model-x/545553","All-wheel drive, AUX input, Backup camera, Blind spot warning, Bluetooth, GPS, Heated seats, Keyless entry, Long-term car, Snow tires or chains, USB charger, USB input","43995","5503","2187","1893","1033"
"1932148","Montréal, QC","SUV","Tesla","Model Y","2023","OTHER","Long Range","3/6/2023","165","22","0.13","149","22","3278","8588","Turo Standard","51","19","true","https://turo.com/ca/en/suv-rental/canada/montreal-qc/tesla/model-y/1932148","All-wheel drive, Android Auto, AUX input, Backup camera, Blind spot warning, Bluetooth, GPS, Heated seats, Keyless entry, Snow tires or chains, Toll pass, USB charger, USB input","50461","","","",""
"2159691","Montréal, QC","SUV","Tesla","Model Y","2023","","","8/4/2023","14","0","0.00","152","0","0","0","Turo Standard","5","0","false","https://turo.com/ca/en/suv-rental/canada/montreal-qc/tesla/model-y/2159691","All-wheel drive, AUX input, Backup camera, Blind spot warning, Bluetooth, GPS, Heated seats, Keyless entry, Snow tires or chains, Sunroof, USB charger","69306","","","",""
"1423767","Dorval, QC","SUV","Tesla","Model Y","2021","WHITE","Long Range","4/4/2022","501","2","0.00","170","2","349","3724","Turo Standard","7","1","false","https://turo.com/ca/en/suv-rental/canada/dorval-qc/tesla/model-y/1423767","All-wheel drive, Android Auto, Apple CarPlay, AUX input, Backup camera, Blind spot warning, Bluetooth, GPS, Heated seats, Keyless entry, Long-term car, Toll pass, USB charger","42953","5503","2363","1372","626"
"1268784","Montréal, QC","SUV","Tesla","Model Y","2020","BLUE","Long Range","11/22/2021","634","29","0.05","170","1","182","6079","Turo Standard","116","27","false","https://turo.com/ca/en/suv-rental/canada/montreal-qc/tesla/model-y/1268784","All-wheel drive, Backup camera, Blind spot warning, Bluetooth, GPS, Heated seats, Keyless entry, Long-term car, Snow tires or chains, Sunroof, USB charger, USB input","40867","5450","2299","1518","769"
"2014491","Montréal, QC","SUV","Tesla","Model Y","2022","BLACK","Long Range","5/3/2023","107","4","0.04","156","2","312","2106","Turo Standard","31","3","false","https://turo.com/ca/en/suv-rental/canada/montreal-qc/tesla/model-y/2014491","All-wheel drive, Backup camera, Blind spot warning, Bluetooth, Child seat, GPS, Heated seats, Keyless entry, Snow tires or chains, Sunroof, USB charger, USB input","47630","5503","2450","1190","443"
"1629038","Laval, QC","SUV","Tesla","Model Y","2022","GRAY","Performance","8/1/2022","382","9","0.02","189","2","392","2197","Turo Standard","62","7","false","https://turo.com/ca/en/suv-rental/canada/laval-qc/tesla/model-y/1629038","All-wheel drive, Backup camera, Blind spot warning, Bluetooth, GPS, Heated seats, Keyless entry, Long-term car, Snow tires or chains, Toll pass, USB charger, USB input","49282","5503","2456","1204","450"
"1633591","Laval, QC","SUV","Tesla","Model Y","2022","WHITE","Performance","8/3/2022","380","51","0.13","189","16","3223","14066","Turo Standard","154","46","true","https://turo.com/ca/en/suv-rental/canada/laval-qc/tesla/model-y/1633591","All-wheel drive, AUX input, Backup camera, Blind spot warning, Bluetooth, GPS, Heated seats, Keyless entry, Long-term car, Snow tires or chains, USB charger, USB input","49282","5503","2456","1204","450"
"1731494","Montréal, QC","SUV","Nissan","Murano","2017","","","10/5/2022","317","27","0.09","170","0","0","3605","Turo Standard","36","24","true","https://turo.com/ca/en/suv-rental/canada/montreal-qc/nissan/murano/1731494","Backup camera, Blind spot warning, Bluetooth, Child seat, GPS, Heated seats, Keyless entry, Snow tires or chains, USB charger, USB input","17985","2461","2013","1517","942"
"1803459","Montréal, QC","SUV","Ford","Mustang Mach-E","2022","GRAY","Premium","11/28/2022","263","13","0.05","141","18","2354","7392","Turo Standard","82","10","false","https://turo.com/ca/en/suv-rental/canada/montreal-qc/ford/mustang-mach-e/1803459","Android Auto, Apple CarPlay, AUX input, Backup camera, Blind spot warning, Bluetooth, Child seat, GPS, Heated seats, Keyless entry, Long-term car, Snow tires or chains, Sunroof, Toll pass, USB charger, USB input","42639","4854","1451","2164","1033"
